sampno,vehno,vehyear,make,make_o,model,model_o,body,body_o,fuel,fuel_o,transp,parkd,parkd_o
70027895,1,2012,48,-1,48045,-1,3,-1,1,-1,1,3,-1
70027896,1,2014,2,-1,2403,-1,1,-1,1,-1,1,1,-1
70027896,2,2013,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70027896,3,2011,37,-1,37402,-1,1,-1,1,-1,1,2,-1
70027896,4,2006,20,-1,20481,-1,4,-1,1,-1,1,2,-1
70027899,1,2015,2,-1,2407,-1,3,-1,1,-1,2,3,-1
70027899,2,2014,12,-1,12037,-1,1,-1,1,-1,1,2,-1
70027900,1,2012,54,-1,54037,-1,1,-1,1,-1,2,2,-1
70027902,1,2016,13,-1,13402,-1,3,-1,1,-1,1,1,-1
70027902,2,2013,35,-1,35051,-1,3,-1,1,-1,1,3,-1
70027913,1,2010,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70027914,1,2010,48,-1,48401,-1,3,-1,1,-1,1,3,-1
70027914,2,2010,12,-1,12023,-1,1,-1,1,-1,1,3,-1
70027914,3,2014,50,-1,50706,-1,7,-1,1,-1,2,3,-1
70027915,1,2016,12,-1,12481,-1,4,-1,1,-1,1,2,-1
70027915,2,2011,12,-1,12025,-1,3,-1,1,-1,1,3,-1
70027916,1,2015,7,-1,7442,-1,2,-1,1,-1,1,2,-1
70027916,2,2012,23,-1,23008,-1,3,-1,1,-1,1,2,-1
70027924,1,2016,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70027924,2,2010,12,-1,12402,-1,3,-1,1,-1,1,2,-1
70027925,1,2015,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70027926,1,2018,12,-1,12402,-1,3,-1,1,-1,1,3,-1
70027928,1,2015,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70027928,2,2014,49,-1,49040,-1,1,-1,3,-1,1,3,-1
70027933,1,2016,35,-1,35051,-1,1,-1,1,-1,1,3,-1
70027933,2,2005,37,-1,37421,-1,1,-1,1,-1,1,3,-1
70027933,3,2001,20,-1,20431,-1,1,-1,1,-1,2,1,-1
70027935,1,2010,41,-1,41051,-1,1,-1,1,-1,1,3,-1
70027935,2,2010,41,-1,41051,-1,1,-1,1,-1,1,3,-1
70027936,1,2016,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70027936,2,2006,24,-1,24401,-1,3,-1,1,-1,2,2,-1
70027937,1,2013,37,-1,37039,-1,1,-1,1,-1,1,3,-1
70027938,1,2010,63,-1,63038,-1,1,-1,1,-1,1,1,-1
70027938,2,2006,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70027938,3,2003,7,-1,7402,-1,3,-1,1,-1,1,3,-1
70027946,1,2013,30,-1,30402,-1,1,-1,1,-1,1,3,-1
70027950,1,2005,49,-1,49043,-1,1,-1,1,-1,1,3,-1
70027951,1,2018,34,-1,34034,-1,1,-1,1,-1,1,3,-1
70027951,2,2014,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70027952,1,2010,37,-1,37031,-1,3,-1,1,-1,1,3,-1
70027952,2,2010,55,-1,55035,-1,1,-1,1,-1,1,3,-1
70027953,1,2014,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70027953,2,1999,54,-1,54035,-1,1,-1,1,-1,1,3,-1
70027955,1,2012,35,-1,35403,-1,1,-1,1,-1,1,3,-1
70027955,2,2012,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70027955,3,2008,72,-1,72703,-1,7,-1,1,-1,2,3,-1
70027957,1,2010,49,-1,49032,-1,1,-1,1,-1,1,3,-1
70027958,1,2013,2,-1,2403,-1,3,-1,1,-1,1,3,-1
70027960,1,2012,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70027971,1,2016,2,-1,2422,-1,3,-1,1,-1,1,3,-1
70027971,2,2014,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70027974,1,2006,12,-1,12021,-1,1,-1,1,-1,1,3,-1
70027976,1,2005,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70027976,2,2004,55,-1,55401,-1,3,-1,1,-1,1,2,-1
70027976,3,2001,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70027980,1,2014,37,-1,37039,-1,1,-1,1,-1,1,1,-1
70027989,1,2001,52,-1,-8,-1,1,-1,1,-1,2,1,-1
70027989,2,2000,41,-1,-8,-1,1,-1,1,-1,2,1,-1
70028001,1,2012,12,-1,12037,-1,1,-1,1,-1,2,1,-1
70028002,1,2018,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70028002,2,2012,20,-1,20002,-1,1,-1,1,-1,2,2,-1
70028002,3,2010,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70028002,4,2007,22,-1,22022,-1,1,-1,1,-1,2,3,-1
70028006,1,2012,30,-1,30032,-1,1,-1,1,-1,1,3,-1
70028006,2,2012,49,-1,49403,-1,3,-1,1,-1,1,3,-1
70028006,3,2011,37,-1,37032,-1,1,-1,1,-1,1,2,-1
70028006,4,2005,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70028009,1,2015,12,-1,12023,-1,1,-1,1,-1,2,3,-1
70028009,2,2014,12,-1,12473,-1,3,-1,1,-1,1,3,-1
70028013,1,2013,37,-1,37039,-1,1,-1,1,-1,1,1,-1
70028016,1,2017,20,-1,20002,-1,1,-1,1,-1,1,3,-1
70028017,1,2017,2,-1,2403,-1,1,-1,1,-1,1,3,-1
70028017,2,2011,7,-1,-7,-1,3,-1,1,-1,1,3,-1
70028020,1,2005,42,-1,42047,-1,1,-1,1,-1,1,3,-1
70028023,1,2009,49,-1,49046,-1,1,-1,1,-1,1,1,-1
70028023,2,2007,20,-1,20404,-1,1,-1,1,-1,1,1,-1
70028024,1,2013,30,-1,30052,-1,1,-1,1,-1,1,3,-1
70028024,2,2011,19,-1,19421,-1,3,-1,1,-1,1,3,-1
70028030,1,2011,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028030,2,2002,49,-1,49043,-1,1,-1,1,-1,1,3,-1
70028030,3,1987,34,-1,34706,-1,7,-1,1,-1,2,3,-1
70028031,1,1995,12,-1,12017,-1,1,-1,1,-1,1,2,-1
70028033,1,2016,72,-1,72706,-1,7,-1,1,-1,1,3,-1
70028033,2,2012,12,-1,12003,-1,1,-1,1,-1,1,3,-1
70028039,1,2013,6,-1,6018,-1,1,-1,1,-1,1,2,-1
70028039,2,2006,6,-1,6441,-1,2,-1,1,-1,1,2,-1
70028043,1,2017,2,-1,2422,-1,3,-1,1,-1,1,3,-1
70028043,2,2012,59,-1,59401,-1,3,-1,1,-1,1,3,-1
70028043,3,2002,72,-1,72706,-1,7,-1,1,-1,1,3,-1
70028046,1,2017,6,-1,6054,-1,2,-1,1,-1,1,2,-1
70028046,2,2015,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028047,1,2010,63,-1,63038,-1,1,-1,1,-1,1,2,-1
70028047,2,2008,24,-1,24401,-1,3,-1,1,-1,2,3,-1
70028051,1,2018,20,-1,20481,-1,4,-1,1,-1,1,2,-1
70028051,2,2016,6,-1,6441,-1,2,-1,1,-1,1,3,-1
70028052,1,2018,37,-1,37032,-1,1,-1,3,-1,1,2,-1
70028052,2,2012,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70028052,3,2011,37,-1,37041,-1,1,-1,3,-1,1,2,-1
70028056,1,1992,19,-1,19003,-1,1,-1,1,-1,1,2,-1
70028058,1,2012,20,-1,20028,-1,1,-1,1,-1,1,3,-1
70028060,1,2016,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028060,2,2007,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70028062,1,2004,35,-1,35402,-1,3,-1,1,-1,1,1,-1
70028067,1,2015,35,-1,35049,-1,3,-1,1,-1,1,3,-1
70028067,2,2011,35,-1,35401,-1,3,-1,1,-1,1,3,-1
70028068,1,2018,35,-1,35055,-1,1,-1,4,-1,1,3,-1
70028068,2,2012,37,-1,37441,-1,2,-1,1,-1,1,1,-1
70028074,1,2017,2,-1,2422,-1,3,-1,1,-1,1,3,-1
70028074,2,2016,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70028081,1,2009,69,-1,69054,-1,1,-1,1,-1,1,3,-1
70028083,1,2012,49,-1,49402,-1,3,-1,1,-1,1,3,-1
70028083,2,2008,73,-1,-8,-1,7,-1,1,-1,2,3,-1
70028093,1,2018,37,-1,37032,-1,1,-1,1,-1,1,1,-1
70028108,1,2014,37,-1,37032,-1,1,-1,1,-1,2,1,-1
70028113,1,2010,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028117,1,2007,49,-1,49032,-1,1,-1,1,-1,2,2,-1
70028122,1,2018,37,-1,37039,-1,1,-1,1,-1,1,2,-1
70028122,2,2015,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70028123,1,2013,18,-1,18022,-1,1,-1,1,-1,2,1,-1
70028144,1,2015,63,-1,63402,-1,3,-1,1,-1,1,2,-1
70028144,2,2007,20,-1,20481,-1,4,-1,1,-1,1,2,-1
70028146,1,2016,55,-1,55401,-1,3,-1,1,-1,1,3,-1
70028146,2,2015,48,-1,48401,-1,3,-1,1,-1,2,3,-1
70028154,1,2003,2,-1,2403,-1,3,-1,1,-1,1,3,-1
70028165,1,2017,76,-1,76705,-1,7,-1,1,-1,2,3,-1
70028165,2,2012,41,-1,41050,-1,1,-1,1,-1,1,1,-1
70028165,3,2007,49,-1,49403,-1,1,-1,1,-1,2,1,-1
70028166,1,2016,41,-1,41051,-1,1,-1,1,-1,1,3,-1
70028169,1,2003,49,-1,49402,-1,1,-1,1,-1,2,1,-1
70028171,1,2007,54,-1,54039,-1,1,-1,1,-1,1,1,-1
70028176,1,2016,63,-1,-8,-1,1,-1,1,-1,2,1,-1
70028193,1,2011,42,-1,42040,-1,1,-1,1,-1,1,3,-1
70028197,1,2016,20,-1,20481,-1,4,-1,1,-1,1,1,-1
70028197,2,2017,7,-1,7024,-1,1,-1,1,-1,1,2,-1
70028197,3,2013,20,-1,20037,-1,1,-1,1,-1,1,2,-1
70028197,4,2012,23,-1,23008,-1,3,-1,1,-1,1,1,-1
70028211,1,2017,55,-1,55401,-1,3,-1,1,-1,1,3,-1
70028211,2,2001,55,-1,55401,-1,3,-1,1,-1,2,2,-1
70028213,1,2012,20,-1,20404,-1,3,-1,1,-1,2,2,-1
70028219,1,2016,2,-1,2407,-1,3,-1,1,-1,2,3,-1
70028223,1,2016,7,-1,7027,-1,3,-1,1,-1,1,2,-1
70028223,2,2009,49,-1,49047,-1,1,-1,1,-1,1,2,-1
70028230,1,2018,2,-1,2404,-1,3,-1,1,-1,1,3,-1
70028243,1,2004,69,-1,69054,-1,1,-1,1,-1,1,1,-1
70028250,1,2013,30,-1,30402,-1,3,-1,1,-1,1,3,-1
70028250,2,2012,41,-1,41051,-1,1,-1,1,-1,1,3,-1
70028260,1,2013,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70028260,2,2001,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70028282,1,2016,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70028282,2,2010,20,-1,20404,-1,3,-1,1,-1,1,1,-1
70028289,1,2017,7,-1,7482,-1,4,-1,1,-1,1,3,-1
70028289,2,2018,54,-1,-7,-1,1,-1,1,-1,2,3,-1
70028289,3,2002,12,-1,12016,-1,1,-1,1,-1,2,1,-1
70028294,1,2007,35,-1,35050,-1,1,-1,1,-1,1,2,-1
70028294,2,2004,22,-1,22018,-1,1,-1,1,-1,1,2,-1
70028322,1,2014,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028322,2,2013,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028323,1,2009,2,-1,2405,-1,3,-1,1,-1,1,3,-1
70028323,2,2005,30,-1,30036,-1,1,-1,1,-1,1,3,-1
70028333,1,2014,6,-1,6051,-1,1,-1,1,-1,1,3,-1
70028333,2,2010,13,-1,13016,-1,3,-1,1,-1,1,3,-1
70028343,1,2015,2,-1,2404,-1,3,-1,1,-1,1,2,-1
70028343,2,2012,59,-1,59401,-1,3,-1,1,-1,1,3,-1
70028343,3,2009,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70028361,1,2016,30,-1,30402,-1,3,-1,1,-1,1,1,-1
70028362,1,2009,54,-1,54037,-1,5,-1,1,-1,2,3,-1
70028364,1,2002,47,-1,47035,-1,1,-1,1,-1,1,1,-1
70028378,1,2016,37,-1,37031,-1,1,-1,1,-1,1,2,-1
70028379,1,2009,37,-1,37032,-1,1,-1,1,-1,1,2,-1
70028379,2,2004,24,-1,24005,-1,1,-1,1,-1,2,2,-1
70028379,3,2002,20,-1,20431,-1,3,-1,1,-1,1,2,-1
70028387,1,2016,54,-1,54421,-1,3,-1,1,-1,1,3,-1
70028387,2,2016,54,-1,54421,-1,3,-1,1,-1,1,3,-1
70028391,1,2012,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70028391,2,2008,51,-1,51401,-1,3,-1,1,-1,1,3,-1
70028391,3,2005,49,-1,49040,-1,1,-1,1,-1,1,2,-1
70028403,1,2017,32,-1,32405,-1,3,-1,1,-1,2,3,-1
70028404,1,2008,35,-1,35039,-1,1,-1,1,-1,1,3,-1
70028405,1,2010,32,-1,32043,-1,1,-1,1,-1,1,2,-1
70028431,1,2017,55,-1,55035,-1,1,-1,1,-1,2,2,-1
70028441,1,2006,35,-1,35049,-1,3,-1,1,-1,2,3,-1
70028443,1,2016,30,-1,30040,-1,1,-1,1,-1,1,1,-1
70028445,1,2011,55,-1,55033,-1,1,-1,1,-1,2,3,-1
70028450,1,2010,20,-1,20404,-1,3,-1,1,-1,1,1,-1
70028453,1,2004,6,-1,6441,-1,2,-1,1,-1,2,2,-1
70028454,1,2007,37,-1,37037,-1,1,-1,1,-1,1,3,-1
70028455,1,2016,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70028469,1,2005,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70028476,1,2015,37,-1,37402,-1,3,-1,1,-1,1,1,-1
70028476,2,2012,63,-1,63037,-1,3,-1,1,-1,1,1,-1
70028479,1,2014,20,-1,20025,-1,1,-1,1,-1,1,3,-1
70028480,1,2010,12,-1,12024,-1,3,-1,1,-1,2,3,-1
70028480,2,2010,7,-1,7024,-1,1,-1,1,-1,2,3,-1
70028490,1,2013,23,-1,23481,-1,4,-1,1,-1,1,3,-1
70028490,2,2003,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028494,1,2011,6,-1,6441,-1,2,-1,1,-1,1,3,-1
70028494,2,2008,49,-1,49403,-1,3,-1,1,-1,2,3,-1
70028494,3,1997,59,-1,59421,-1,1,-1,1,-1,2,2,-1
70028501,1,2006,49,-1,49032,-1,1,-1,1,-1,1,3,-1
70028519,1,2013,7,-1,7029,-1,1,-1,1,-1,1,3,-1
70028520,1,2015,20,-1,20404,-1,3,-1,1,-1,2,1,-1
70028522,1,2015,35,-1,35051,-1,3,-1,1,-1,1,3,-1
70028522,2,2011,35,-1,35047,-1,1,-1,1,-1,1,3,-1
70028529,1,2015,20,-1,20421,-1,2,-1,1,-1,1,1,-1
70028529,2,2010,23,-1,23402,-1,2,-1,1,-1,2,3,-1
70028537,1,2018,69,-1,69054,-1,1,-1,1,-1,1,1,-1
70028542,1,2007,49,-1,49402,-1,3,-1,1,-1,2,3,-1
70028554,1,2016,35,-1,35050,-1,1,-1,1,-1,1,2,-1
70028554,2,2016,12,-1,12473,-1,5,-1,1,-1,1,2,-1
70028563,1,2007,20,-1,20037,-1,1,-1,1,-1,2,3,-1
70028564,1,2005,20,-1,20002,-1,1,-1,1,-1,1,2,-1
70028564,2,2003,2,-1,2404,-1,3,-1,1,-1,2,2,-1
70028580,1,2018,37,-1,37032,-1,1,-1,1,-1,2,3,-1
70028580,2,2010,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70028580,3,1996,73,-1,73706,-1,7,-1,1,-1,2,3,-1
70028582,1,2010,63,-1,63037,-1,1,-1,1,-1,2,1,-1
70028586,1,2002,6,-1,6051,-1,1,-1,1,-1,1,3,-1
70028586,2,1999,20,-1,20431,-1,3,-1,1,-1,2,2,-1
70028586,3,1989,20,-1,20027,-1,1,-1,1,-1,2,2,-1
70028586,4,1987,20,-1,20027,-1,1,-1,1,-1,2,2,-1
70028588,1,2010,59,-1,59035,-1,1,-1,1,-1,1,3,-1
70028603,1,2012,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028603,2,2015,37,-1,37402,-1,1,-1,1,-1,1,2,-1
70028603,3,2018,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028603,4,2010,37,-1,37441,-1,2,-1,1,-1,1,2,-1
70028652,1,2017,12,-1,12422,-1,3,-1,1,-1,1,3,-1
70028652,2,2009,20,-1,20481,-1,4,-1,1,-1,1,2,-1
70028657,1,2012,55,-1,55401,-1,3,-1,1,-1,2,1,-1
70028657,2,2005,2,-1,2404,-1,3,-1,1,-1,2,1,-1
70028657,3,1993,13,-1,13001,-1,1,-1,1,-1,2,1,-1
70028657,4,2004,20,-1,20002,-1,1,-1,1,-1,2,3,-1
70028661,1,2004,49,-1,49401,-1,3,-1,1,-1,1,2,-1
70028668,1,2015,7,-1,7027,-1,3,-1,1,-1,1,2,-1
70028668,2,2007,12,-1,12017,-1,1,-1,1,-1,1,2,-1
70028671,1,2015,30,-1,30046,-1,1,-1,1,-1,1,2,-1
70028671,2,2014,12,-1,12402,-1,3,-1,1,-1,1,3,-1
70028671,3,2008,12,-1,12017,-1,1,-1,1,-1,1,2,-1
70028672,1,2018,20,-1,20404,-1,3,-1,1,-1,1,3,-1
70028672,2,2018,2,-1,2001,-1,3,-1,1,-1,1,2,-1
70028672,3,2017,7,-1,7422,-1,3,-1,1,-1,1,3,-1
70028672,4,2010,6,-1,6051,-1,1,-1,1,-1,1,2,-1
70028673,1,2018,12,-1,12024,-1,1,-1,1,-1,1,2,-1
70028673,2,2010,12,-1,12024,-1,3,-1,1,-1,2,2,-1
70028673,3,1999,14,-1,14006,-1,1,-1,1,-1,2,1,-1
70028674,1,2014,23,-1,23402,-1,3,-1,1,-1,2,3,-1
70028674,2,2008,37,-1,37031,-1,1,-1,1,-1,2,2,-1
70028676,1,2007,47,-1,47036,-1,1,-1,1,-1,1,2,-1
70028676,2,2004,37,-1,37031,-1,1,-1,3,-1,1,2,-1
70028678,1,2014,23,-1,23423,-1,3,-1,1,-1,1,3,-1
70028678,2,2008,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70028682,1,2002,49,-1,49402,-1,3,-1,1,-1,2,1,-1
70028683,1,2018,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70028684,1,2017,30,-1,30040,-1,1,-1,1,-1,1,2,-1
70028694,1,2008,35,-1,35047,-1,1,-1,1,-1,1,3,-1
70028695,1,2012,7,-1,7442,-1,2,-1,1,-1,1,1,-1
70028695,2,2008,37,-1,37039,-1,1,-1,1,-1,1,2,-1
70028701,1,2014,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028701,2,2013,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70028706,1,2017,58,-1,58043,-1,1,-1,1,-1,1,3,-1
70028706,2,2016,59,-1,59401,-1,1,-1,1,-1,1,3,-1
70028707,1,2007,20,-1,20421,-1,3,-1,1,-1,2,1,-1
70028708,1,2018,12,-1,12402,-1,3,-1,1,-1,1,3,-1
70028708,2,2015,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70028708,3,2011,12,-1,12037,-1,1,-1,1,-1,1,1,-1
70028709,1,2018,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028709,2,2012,12,-1,12023,-1,1,-1,1,-1,1,3,-1
70028713,1,2011,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028713,2,2007,37,-1,37402,-1,3,-1,1,-1,1,1,-1
70028714,1,2013,32,-1,32042,-1,1,-1,1,-1,1,3,-1
70028714,2,2012,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70028715,1,2016,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70028716,1,2018,20,-1,20481,-1,4,-1,1,-1,1,2,-1
70028716,2,2015,20,-1,20421,-1,3,-1,1,-1,1,2,-1
70028719,1,2002,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70028719,2,1997,14,-1,14036,-1,1,-1,1,-1,2,1,-1
70028723,1,2017,49,-1,49402,-1,3,-1,1,-1,1,3,-1
70028724,1,2018,51,-1,51050,-1,3,-1,1,-1,1,3,-1
70028724,2,2008,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028725,1,2010,49,-1,49040,-1,1,-1,1,-1,2,2,-1
70028728,1,2012,37,-1,37039,-1,1,-1,1,-1,2,2,-1
70028728,2,2009,37,-1,37032,-1,1,-1,1,-1,1,2,-1
70028732,1,2016,55,-1,55033,-1,1,-1,1,-1,1,2,-1
70028732,2,2007,41,-1,41050,-1,1,-1,1,-1,1,3,-1
70028734,1,2014,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70028734,2,2003,49,-1,49032,-1,1,-1,1,-1,1,3,-1
70028736,1,2011,49,-1,49402,-1,3,-1,1,-1,1,3,-1
70028736,2,2009,49,-1,49046,-1,1,-1,1,-1,1,3,-1
70028740,1,2015,34,-1,34402,-1,3,-1,1,-1,1,2,-1
70028740,2,2009,32,-1,32042,-1,1,-1,1,-1,1,2,-1
70028740,3,2005,63,-1,63401,-1,3,-1,1,-1,1,1,-1
70028745,1,2013,2,-1,2404,-1,3,-1,1,-1,1,3,-1
70028745,2,1979,20,-1,20004,-1,1,-1,1,-1,1,3,-1
70028749,1,2015,34,-1,34034,-1,1,-1,1,-1,1,3,-1
70028749,2,2007,34,-1,34034,-1,1,-1,1,-1,1,3,-1
70028751,1,-8,32,-1,32042,-1,1,-1,1,-1,2,2,-1
70028757,1,2006,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70028761,1,2018,34,-1,34047,-1,1,-1,1,-1,1,3,-1
70028761,2,2012,59,-1,59401,-1,3,-1,1,-1,1,3,-1
70028762,1,2010,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70028762,2,2007,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028764,1,2011,12,-1,12025,-1,3,-1,1,-1,1,3,-1
70028764,2,2001,34,-1,34034,-1,1,-1,1,-1,1,3,-1
70028769,1,2014,12,-1,12473,-1,3,-1,1,-1,1,3,-1
70028769,2,2007,51,-1,51401,-1,3,-1,1,-1,2,3,-1
70028773,1,2017,37,-1,37031,-1,1,-1,1,-1,1,2,-1
70028789,1,2016,37,-1,37402,-1,1,-1,1,-1,1,3,-1
70028789,2,2003,37,-1,37032,-1,1,-1,1,-1,1,2,-1
70028791,1,2014,20,-1,20028,-1,1,-1,1,-1,1,2,-1
70028791,2,2006,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028791,3,2003,34,-1,34035,-1,1,-1,1,-1,2,2,-1
70028791,4,1982,37,-1,37706,-1,7,-1,1,-1,2,3,-1
70028795,1,2010,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70028795,2,1994,48,-1,48038,-1,1,-1,1,-1,1,3,-1
70028797,1,2017,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70028797,2,2012,55,-1,55402,-1,3,-1,1,-1,1,3,-1
70028797,3,2007,24,-1,24009,-1,1,-1,1,-1,1,3,-1
70028798,1,2008,54,-1,54036,-1,1,-1,1,-1,1,3,-1
70028798,2,2005,54,-1,54421,-1,3,-1,1,-1,1,1,-1
70028799,1,2010,59,-1,59037,-1,1,-1,3,-1,1,2,-1
70028799,2,2008,7,-1,7442,-1,2,-1,1,-1,1,2,-1
70028799,3,2005,49,-1,49043,-1,1,-1,1,-1,1,2,-1
70028801,1,2015,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028802,1,2009,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70028802,2,2007,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70028802,3,2007,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028807,1,2017,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028807,2,2013,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028807,3,2007,49,-1,49046,-1,1,-1,3,-1,2,1,-1
70028810,1,2018,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70028810,2,2010,23,-1,23481,-1,4,-1,1,-1,1,3,-1
70028810,3,2003,72,-1,72706,-1,7,-1,1,-1,2,3,-1
70028810,4,1989,37,-1,37739,-1,7,-1,1,-1,2,3,-1
70028810,5,1931,12,-1,12016,-1,1,-1,1,-1,2,3,-1
70028819,1,2015,49,-1,49032,-1,1,-1,1,-1,1,2,-1
70028819,2,2006,49,-1,49043,-1,1,-1,1,-1,1,2,-1
70028820,1,2016,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70028820,2,2013,49,-1,49403,-1,3,-1,1,-1,1,3,-1
70028821,1,2005,54,-1,-8,-1,1,-1,1,-1,2,2,-1
70028821,2,2002,20,-1,20481,-1,4,-1,1,-1,2,2,-1
70028821,3,1999,49,-1,49043,-1,1,-1,1,-1,2,2,-1
70028822,1,2017,20,-1,20423,-1,3,-1,1,-1,1,3,-1
70028822,2,2009,14,-1,14402,-1,3,-1,1,-1,2,1,-1
70028827,1,2004,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028830,1,2016,59,-1,59031,-1,1,-1,3,-1,1,3,-1
70028844,1,2016,55,-1,55401,-1,3,-1,1,-1,1,3,-1
70028850,1,2018,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028850,2,2012,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70028856,1,2007,59,-1,59034,-1,1,-1,1,-1,1,3,-1
70028856,2,2002,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70028857,1,2015,20,-1,20481,-1,4,-1,1,-1,1,3,-1
70028859,1,2017,12,-1,12024,-1,3,-1,1,-1,1,3,-1
70028859,2,2007,24,-1,24009,-1,1,-1,1,-1,1,3,-1
70028862,1,2013,37,-1,37039,-1,1,-1,1,-1,1,3,-1
70028862,2,2012,30,-1,30402,-1,3,-1,1,-1,1,3,-1
70028862,3,2006,99,-1,99850,-1,6,-1,2,-1,1,2,-1
70028869,1,2016,23,-1,23402,-1,3,-1,1,-1,1,3,-1
70028878,1,2013,20,-1,20025,-1,1,-1,1,-1,1,3,-1
70028881,1,2017,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70028881,2,2015,63,-1,63402,-1,3,-1,1,-1,1,3,-1
70028882,1,2014,2,-1,2422,-1,3,-1,1,-1,1,1,-1
70028882,2,2011,37,-1,37402,-1,3,-1,1,-1,1,1,-1
70028892,1,2016,12,-1,12473,-1,3,-1,1,-1,1,2,-1
70028892,2,2016,72,-1,72706,-1,7,-1,1,-1,1,3,-1
70028892,3,2012,13,-1,13014,-1,3,-1,1,-1,1,3,-1
70028894,1,2008,6,-1,6043,-1,1,-1,1,-1,1,1,-1
70028897,1,2009,55,-1,55035,-1,1,-1,1,-1,1,1,-1
70028902,1,2012,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028902,2,2006,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70028903,1,2018,49,-1,49403,-1,3,-1,1,-1,2,1,-1
70028903,2,2005,37,-1,37032,-1,1,-1,1,-1,2,1,-1
70028905,1,2014,37,-1,37402,-1,1,-1,1,-1,1,3,-1
70028909,1,2015,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70028909,2,2002,35,-1,35047,-1,1,-1,1,-1,2,2,-1
70028910,1,2016,20,-1,20422,-1,3,-1,1,-1,1,3,-1
70028910,2,2016,51,-1,51050,-1,3,-1,1,-1,2,3,-1
70028913,1,2013,20,-1,20002,-1,1,-1,1,-1,2,3,-1
