sampno,vehno,vehyear,make,make_o,model,model_o,body,body_o,fuel,fuel_o,transp,parkd,parkd_o
70005962,2,2013,34,-1,34034,-1,3,-1,1,-1,1,3,-1
70005966,1,2012,63,-1,63402,-1,3,-1,1,-1,1,3,-1
70005966,2,2011,55,-1,55033,-1,1,-1,1,-1,1,3,-1
70005969,1,2017,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70005973,1,2014,37,-1,37037,-1,1,-1,3,-1,1,3,-1
70005973,2,2008,54,-1,54402,-1,1,-1,1,-1,2,3,-1
70005977,1,2014,35,-1,35403,-1,1,-1,1,-1,1,3,-1
70005977,2,2008,2,-1,2403,-1,3,-1,1,-1,1,3,-1
70005979,1,2017,12,-1,12402,-1,1,-1,1,-1,1,1,-1
70005983,1,2014,63,-1,63401,-1,3,-1,1,-1,1,3,-1
70005983,2,2010,49,-1,49402,-1,3,-1,1,-1,1,3,-1
70005984,1,2009,59,-1,59401,-1,3,-1,1,-1,1,3,-1
70005984,2,2006,55,-1,55035,-1,1,-1,1,-1,1,2,-1
70005990,1,2011,48,-1,48038,-1,1,-1,1,-1,1,3,-1
70005991,1,2006,69,-1,69054,-1,1,-1,1,-1,2,3,-1
70005992,1,2017,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70005992,2,2016,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70005993,1,2007,12,-1,12037,-1,1,-1,1,-1,1,2,-1
70005993,2,2005,73,-1,73705,-1,7,-1,1,-1,1,2,-1
70005997,1,2017,63,-1,63398,-1,1,-1,3,-1,1,2,-1
70005997,2,2012,20,-1,20024,-1,3,-1,1,-1,1,2,-1
70005999,1,2010,48,-1,48401,-1,3,-1,1,-1,1,3,-1
70006000,1,2013,2,-1,2403,-1,3,-1,1,-1,1,2,-1
70006001,1,2016,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70006001,2,2010,22,-1,22032,-1,1,-1,1,-1,1,1,-1
70006004,1,2008,49,-1,49040,-1,1,-1,1,-1,2,3,-1
70006004,2,2003,49,-1,49403,-1,3,-1,1,-1,2,3,-1
70006005,1,2015,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006005,2,2013,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70006005,3,2011,37,-1,37039,-1,1,-1,1,-1,1,2,-1
70006005,4,2006,20,-1,20004,-1,1,-1,1,-1,1,3,-1
70006005,5,2002,12,-1,12442,-1,2,-1,1,-1,1,1,-1
70006007,1,2012,20,-1,20037,-1,1,-1,1,-1,2,2,-1
70006007,2,2000,12,-1,12422,-1,3,-1,1,-1,2,2,-1
70006020,1,2011,35,-1,35047,-1,1,-1,1,-1,1,1,-1
70006022,1,2014,2,-1,2422,-1,3,-1,1,-1,1,3,-1
70006022,2,2008,24,-1,24401,-1,3,-1,1,-1,1,2,-1
70006024,1,2014,55,-1,55033,-1,1,-1,1,-1,2,3,-1
70006025,1,2014,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006025,2,2010,49,-1,49402,-1,3,-1,1,-1,2,3,-1
70006026,1,2018,42,-1,-7,-1,3,-1,1,-1,1,3,-1
70006026,2,2016,12,-1,12017,-1,1,-1,1,-1,1,3,-1
70006026,3,2008,49,-1,49043,-1,1,-1,1,-1,2,3,-1
70006027,1,2003,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70006028,1,2016,59,-1,59031,-1,1,-1,1,-1,2,3,-1
70006028,2,2016,58,-1,58031,-1,1,-1,1,-1,2,3,-1
70006032,1,2017,49,-1,49442,-1,2,-1,1,-1,1,1,-1
70006037,1,2017,32,-1,32042,-1,1,-1,1,-1,1,3,-1
70006037,2,2015,49,-1,49040,-1,1,-1,3,-1,1,3,-1
70006037,3,2009,37,-1,37421,-1,3,-1,1,-1,1,2,-1
70006043,1,2014,30,-1,30040,-1,1,-1,1,-1,1,3,-1
70006046,1,2018,35,-1,35051,-1,1,-1,1,-1,2,1,-1
70006046,2,2018,54,-1,54032,-1,1,-1,1,-1,2,1,-1
70006046,3,2018,1,-1,1006,-1,1,-1,1,-1,2,1,-1
70006048,1,2016,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70006050,1,2017,48,-1,48401,-1,3,-1,1,-1,1,2,-1
70006050,2,2008,42,-1,42048,-1,1,-1,1,-1,1,3,-1
70006051,1,2007,49,-1,49046,-1,1,-1,1,-1,2,3,-1
70006053,1,2018,41,-1,41403,-1,3,-1,1,-1,1,2,-1
70006059,1,2017,23,-1,23481,-1,4,-1,1,-1,1,2,-1
70006059,2,2015,18,-1,18022,-1,1,-1,1,-1,1,3,-1
70006059,3,2012,18,-1,18019,-1,1,-1,1,-1,1,2,-1
70006059,4,2014,50,-1,50706,-1,7,-1,1,-1,1,3,-1
70006059,5,2014,50,-1,50706,-1,7,-1,1,-1,1,3,-1
70006059,6,1983,73,-1,73704,-1,7,-1,1,-1,2,3,-1
70006068,1,2018,48,-1,48038,-1,1,-1,1,-1,1,2,-1
70006068,2,2018,48,-1,48038,-1,1,-1,1,-1,1,2,-1
70006068,3,2018,48,-1,48034,-1,1,-1,1,-1,1,3,-1
70006068,4,2016,48,-1,48401,-1,1,-1,1,-1,1,3,-1
70006069,1,2014,49,-1,49046,-1,1,-1,1,-1,2,1,-1
70006069,2,1997,51,-1,51042,-1,1,-1,1,-1,2,1,-1
70006069,3,1990,34,-1,34035,-1,1,-1,1,-1,2,2,-1
70006078,1,2012,35,-1,35047,-1,1,-1,1,-1,2,2,-1
70006078,2,2011,23,-1,23471,-1,4,-1,1,-1,2,2,-1
70006080,1,2018,32,-1,32402,-1,3,-1,1,-1,1,3,-1
70006081,1,2017,20,-1,20037,-1,1,-1,1,-1,1,1,-1
70006081,2,2017,20,-1,20404,-1,3,-1,1,-1,1,2,-1
70006081,3,1986,18,-1,18002,-1,1,-1,1,-1,2,2,-1
70006089,1,2013,55,-1,55033,-1,1,-1,1,-1,1,2,-1
70006095,1,2017,14,-1,14021,-1,1,-1,1,-1,2,1,-1
70006097,1,2001,19,-1,19003,-1,1,-1,1,-1,2,1,-1
70006104,1,2014,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70006106,1,2014,2,-1,2407,-1,3,-1,1,-1,1,1,-1
70006106,2,2005,2,-1,2404,-1,3,-1,1,-1,1,1,-1
70006113,1,2006,35,-1,35047,-1,1,-1,1,-1,1,1,-1
70006115,1,2014,7,-1,7442,-1,2,-1,1,-1,1,2,-1
70006115,2,2013,7,-1,7471,-1,4,-1,1,-1,1,2,-1
70006121,1,1999,14,-1,14006,-1,1,-1,1,-1,2,2,-1
70006126,1,2016,20,-1,20404,-1,3,-1,1,-1,2,3,-1
70006128,1,2013,63,-1,63037,-1,1,-1,1,-1,1,1,-1
70006140,1,2007,7,-1,7025,-1,1,-1,1,-1,2,3,-1
70006140,2,2013,35,-1,35047,-1,1,-1,1,-1,2,3,-1
70006141,1,2016,20,-1,20037,-1,1,-1,1,-1,2,1,-1
70006141,2,1989,20,-1,20027,-1,1,-1,1,-1,2,2,-1
70006143,1,2011,35,-1,35047,-1,1,-1,1,-1,1,2,-1
70006143,2,2005,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70006144,1,2007,19,-1,19022,-1,1,-1,1,-1,1,3,-1
70006144,2,2002,23,-1,23431,-1,3,-1,1,-1,1,3,-1
70006147,1,2014,12,-1,12023,-1,1,-1,1,-1,1,3,-1
70006147,2,2001,20,-1,20471,-1,4,-1,1,-1,1,3,-1
70006152,1,2018,49,-1,49032,-1,1,-1,1,-1,1,2,-1
70006155,1,2013,49,-1,49040,-1,1,-1,1,-1,2,3,-1
70006159,1,2002,6,-1,6051,-1,1,-1,1,-1,2,1,-1
70006161,1,2015,20,-1,20037,-1,1,-1,1,-1,2,1,-1
70006161,2,2010,20,-1,20441,-1,2,-1,1,-1,2,1,-1
70006186,1,2014,20,-1,20404,-1,3,-1,1,-1,1,3,-1
70006186,2,2008,49,-1,49032,-1,1,-1,1,-1,1,3,-1
70006191,1,2014,35,-1,35401,-1,3,-1,1,-1,2,2,-1
70006191,2,2012,41,-1,41055,-1,1,-1,1,-1,2,1,-1
70006194,1,2010,35,-1,35047,-1,1,-1,1,-1,1,3,-1
70006213,1,2005,7,-1,7422,-1,3,-1,1,-1,2,1,-1
70006215,1,2012,49,-1,49402,-1,3,-1,1,-1,2,3,-1
70006215,2,2008,35,-1,35047,-1,1,-1,1,-1,2,3,-1
70006215,3,2002,20,-1,20016,-1,1,-1,1,-1,2,2,-1
70006215,4,2003,73,-1,73706,-1,7,-1,1,-1,2,2,-1
70006220,1,2016,41,-1,41403,-1,3,-1,1,-1,1,3,-1
70006220,2,2012,41,-1,41054,-1,3,-1,1,-1,1,3,-1
70006224,1,2014,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70006231,1,2010,58,-1,58039,-1,3,-1,1,-1,1,3,-1
70006231,2,2016,42,-1,42035,-1,1,-1,1,-1,1,3,-1
70006245,1,2016,30,-1,30046,-1,1,-1,1,-1,1,3,-1
70006245,2,2013,7,-1,7482,-1,4,-1,1,-1,1,2,-1
70006246,1,2011,20,-1,20404,-1,3,-1,1,-1,1,3,-1
70006246,2,2007,49,-1,49040,-1,1,-1,1,-1,1,1,-1
70006258,1,2016,55,-1,55402,-1,3,-1,1,-1,1,3,-1
70006258,2,2015,49,-1,49032,-1,1,-1,1,-1,1,2,-1
70006263,1,2018,30,-1,30040,-1,1,-1,1,-1,2,3,-1
70006263,2,2006,42,-1,42050,-1,1,-1,1,-1,1,3,-1
70006268,1,2016,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70006272,1,2015,20,-1,20037,-1,1,-1,1,-1,1,1,-1
70006279,1,2013,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70006279,2,2008,12,-1,12422,-1,3,-1,1,-1,1,3,-1
70006280,1,2015,55,-1,55401,-1,3,-1,1,-1,1,2,-1
70006280,2,2013,63,-1,63037,-1,1,-1,1,-1,1,2,-1
70006280,3,2007,72,-1,72706,-1,7,-1,1,-1,2,3,-1
70006280,4,2003,12,-1,12481,-1,4,-1,1,-1,1,2,-1
70006286,1,2018,35,-1,35051,-1,1,-1,1,-1,1,3,-1
70006292,1,2011,49,-1,49442,-1,2,-1,1,-1,1,1,-1
70006292,2,2004,24,-1,24401,-1,3,-1,1,-1,1,1,-1
70006299,1,2014,18,-1,18019,-1,1,-1,1,-1,2,1,-1
70006299,2,2001,35,-1,35039,-1,1,-1,1,-1,2,1,-1
70006302,1,2016,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70006303,1,2017,55,-1,55035,-1,1,-1,1,-1,1,3,-1
70006303,2,2008,55,-1,55401,-1,3,-1,1,-1,1,3,-1
70006303,3,2005,12,-1,12443,-1,2,-1,1,-1,1,2,-1
70006303,4,2003,55,-1,55033,-1,1,-1,1,-1,1,2,-1
70006313,1,2013,59,-1,59403,-1,3,-1,1,-1,1,3,-1
70006313,2,1997,59,-1,59031,-1,1,-1,1,-1,1,3,-1
70006314,1,2015,48,-1,48401,-1,3,-1,1,-1,1,2,-1
70006314,2,2008,67,-1,67398,-1,1,-1,1,-1,1,2,-1
70006318,1,2014,48,-1,48045,-1,3,-1,1,-1,1,3,-1
70006318,2,2007,32,-1,32043,-1,1,-1,1,-1,1,2,-1
70006320,1,2011,48,-1,48402,-1,3,-1,1,-1,1,3,-1
70006322,1,2006,19,-1,19020,-1,3,-1,1,-1,2,3,-1
70006322,2,2006,6,-1,6051,-1,1,-1,1,-1,2,3,-1
70006327,1,2017,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70006327,2,2005,59,-1,59403,-1,3,-1,1,-1,1,3,-1
70006332,1,2017,12,-1,12402,-1,3,-1,1,-1,1,2,-1
70006335,1,2015,30,-1,30040,-1,1,-1,1,-1,1,2,-1
70006335,2,2014,34,-1,34035,-1,1,-1,1,-1,1,3,-1
70006338,1,2016,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006338,2,2016,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006338,3,2004,12,-1,12883,-1,4,-1,2,-1,2,2,-1
70006338,4,1925,-8,-1,99998,-1,5,-1,1,-1,2,2,-1
70006340,1,2014,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006340,2,2011,52,-1,52047,-1,3,-1,1,-1,1,3,-1
70006342,1,2013,58,-1,58040,-1,1,-1,1,-1,1,3,-1
70006342,2,2010,34,-1,34034,-1,1,-1,1,-1,1,3,-1
70006343,1,2011,34,-1,34402,-1,3,-1,1,-1,1,3,-1
70006343,2,2009,12,-1,12024,-1,3,-1,1,-1,1,3,-1
70006344,1,2011,49,-1,49402,-1,1,-1,1,-1,1,3,-1
70006344,2,2008,59,-1,59031,-1,1,-1,1,-1,1,3,-1
70006349,1,2011,20,-1,20037,-1,1,-1,1,-1,2,2,-1
70006351,1,2000,48,-1,48034,-1,1,-1,1,-1,1,1,-1
70006355,1,2011,49,-1,49043,-1,1,-1,1,-1,2,2,-1
70006355,2,2003,58,-1,58035,-1,1,-1,1,-1,1,2,-1
70006356,1,2015,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70006356,2,2009,55,-1,55401,-1,3,-1,1,-1,1,2,-1
70006360,1,2009,67,-1,49049,-1,1,-1,1,-1,1,2,-1
70006362,1,2012,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70006366,1,2015,20,-1,20037,-1,1,-1,1,-1,1,3,-1
70006366,2,2007,22,-1,22019,-1,1,-1,1,-1,1,3,-1
70006368,1,2010,30,-1,30040,-1,1,-1,1,-1,1,3,-1
70006368,2,2002,51,-1,51046,-1,1,-1,1,-1,2,3,-1
70006370,1,2018,48,-1,48038,-1,1,-1,1,-1,1,3,-1
70006370,2,2017,48,-1,48038,-1,1,-1,1,-1,1,2,-1
70006370,3,2009,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70006374,1,2004,37,-1,37031,-1,1,-1,1,-1,1,3,-1
70006377,1,2000,2,-1,2403,-1,3,-1,1,-1,1,3,-1
70006379,1,2016,48,-1,48045,-1,3,-1,1,-1,1,3,-1
70006383,1,2012,35,-1,35043,-1,1,-1,1,-1,1,2,-1
70006386,1,2015,37,-1,37402,-1,1,-1,1,-1,1,3,-1
70006386,2,2011,49,-1,49046,-1,1,-1,3,-1,1,2,-1
70006388,1,2016,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70006389,1,2008,51,-1,51402,-1,1,-1,1,-1,1,2,-1
70006394,1,2016,2,-1,2403,-1,3,-1,1,-1,1,3,-1
70006395,1,2015,41,-1,41403,-1,3,-1,1,-1,1,2,-1
70006396,1,2013,12,-1,12037,-1,1,-1,1,-1,1,1,-1
70006398,1,2013,49,-1,49402,-1,3,-1,1,-1,1,2,-1
70006405,1,2017,37,-1,37402,-1,3,-1,1,-1,1,2,-1
70006405,2,2006,37,-1,37032,-1,1,-1,1,-1,1,2,-1
70006406,1,2013,35,-1,35051,-1,3,-1,1,-1,1,3,-1
70006407,1,2011,12,-1,12024,-1,3,-1,1,-1,2,1,-1
70006408,1,2018,29,-1,29005,-1,3,-1,4,-1,1,3,-1
70006408,2,2014,42,-1,42403,-1,3,-1,1,-1,1,3,-1
70006414,1,2017,37,-1,37032,-1,1,-1,3,-1,1,3,-1
70006414,2,2004,30,-1,30046,-1,1,-1,1,-1,1,3,-1
70006415,1,2017,12,-1,12037,-1,1,-1,5,-1,2,3,-1
70006415,2,1999,14,-1,14036,-1,1,-1,1,-1,2,2,-1
70006416,1,2008,37,-1,37039,-1,1,-1,1,-1,2,3,-1
70006419,1,2014,48,-1,48045,-1,3,-1,1,-1,1,1,-1
70006423,1,2014,35,-1,35403,-1,1,-1,1,-1,1,2,-1
70006423,2,2012,20,-1,20025,-1,1,-1,1,-1,1,2,-1
70006428,1,2015,2,-1,2407,-1,3,-1,1,-1,2,2,-1
70006428,2,2014,12,-1,12023,-1,1,-1,1,-1,1,2,-1
70006430,1,2002,6,-1,6051,-1,1,-1,1,-1,2,1,-1
70006430,2,2000,9,-1,9442,-1,2,-1,1,-1,2,1,-1
70006441,1,2014,52,-1,52047,-1,3,-1,1,-1,1,2,-1
70006443,1,2018,37,-1,37032,-1,1,-1,1,-1,1,1,-1
70006450,1,1995,20,-1,20431,-1,3,-1,1,-1,2,1,-1
70006451,1,1997,32,-1,-8,-1,1,-1,1,-1,2,1,-1
70006455,1,2005,49,-1,49040,-1,1,-1,1,-1,2,1,-1
70006457,1,2011,49,-1,49403,-1,3,-1,3,-1,1,3,-1
70006457,2,2015,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006462,1,2012,20,-1,20028,-1,1,-1,1,-1,1,3,-1
70006468,1,2011,35,-1,35039,-1,1,-1,1,-1,1,1,-1
70006468,2,2005,54,-1,54036,-1,1,-1,1,-1,1,2,-1
70006472,1,2017,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70006472,2,2011,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006473,1,2015,63,-1,63402,-1,3,-1,1,-1,1,3,-1
70006473,2,2013,49,-1,49442,-1,2,-1,1,-1,1,3,-1
70006479,1,2009,49,-1,49032,-1,1,-1,1,-1,2,2,-1
70006482,1,2018,34,-1,34045,-1,1,-1,4,-1,1,3,-1
70006486,1,2013,18,-1,18025,-1,1,-1,1,-1,1,3,-1
70006487,1,2009,48,-1,48038,-1,1,-1,1,-1,1,2,-1
70006487,2,2009,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006487,3,2007,49,-1,49040,-1,1,-1,3,-1,1,3,-1
70006488,1,2011,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70006488,2,2009,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70006491,1,2010,18,-1,18022,-1,1,-1,1,-1,1,3,-1
70006493,1,2017,20,-1,20404,-1,3,-1,1,-1,1,2,-1
70006493,2,2013,19,-1,19020,-1,3,-1,1,-1,1,3,-1
70006493,3,2005,72,-1,72706,-1,7,-1,1,-1,2,3,-1
70006494,1,2016,63,-1,63034,-1,1,-1,1,-1,1,3,-1
70006494,2,2013,41,-1,41403,-1,3,-1,1,-1,1,3,-1
70006495,1,2007,49,-1,49032,-1,1,-1,1,-1,1,2,-1
70006496,1,2014,34,-1,34403,-1,1,-1,1,-1,2,3,-1
70006497,1,2015,37,-1,37441,-1,3,-1,1,-1,1,3,-1
70006497,2,2003,12,-1,12037,-1,1,-1,1,-1,2,2,-1
70006498,1,2014,35,-1,35043,-1,1,-1,1,-1,1,1,-1
70006502,1,2017,30,-1,30046,-1,1,-1,1,-1,1,3,-1
70006502,2,2016,30,-1,30402,-1,1,-1,1,-1,1,3,-1
70006504,1,2006,48,-1,48038,-1,1,-1,1,-1,1,1,-1
70006506,1,2015,37,-1,37031,-1,1,-1,1,-1,2,1,-1
70006509,1,2003,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006516,1,2007,20,-1,20023,-1,1,-1,1,-1,1,1,-1
70006518,1,2008,30,-1,30036,-1,1,-1,1,-1,1,2,-1
70006519,1,2013,55,-1,55035,-1,1,-1,1,-1,1,3,-1
70006527,1,2008,37,-1,37039,-1,1,-1,1,-1,2,3,-1
70006528,1,2011,49,-1,49032,-1,1,-1,1,-1,1,1,-1
70006533,1,2016,49,-1,49402,-1,3,-1,1,-1,1,3,-1
70006533,2,2011,55,-1,55033,-1,1,-1,1,-1,1,3,-1
70006536,1,2011,48,-1,48045,-1,3,-1,1,-1,1,3,-1
70006536,2,1993,35,-1,35046,-1,1,-1,1,-1,1,3,-1
70006538,1,2018,55,-1,55035,-1,1,-1,1,-1,1,3,-1
70006541,1,2015,2,-1,2403,-1,3,-1,1,-1,1,2,-1
70006541,2,2006,34,-1,34034,-1,1,-1,1,-1,2,2,-1
70006541,3,1975,12,-1,12880,-1,4,-1,1,-1,2,2,-1
70006541,4,1975,12,-1,12880,-1,4,-1,1,-1,2,2,-1
70006543,1,2015,20,-1,20423,-1,3,-1,1,-1,1,3,-1
70006546,1,2013,55,-1,55035,-1,1,-1,1,-1,1,3,-1
70006546,2,2011,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70006547,1,2014,7,-1,7029,-1,1,-1,1,-1,1,2,-1
70006548,1,2013,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006550,1,2015,30,-1,30402,-1,3,-1,1,-1,1,1,-1
70006550,2,2011,35,-1,35049,-1,3,-1,1,-1,1,3,-1
70006550,3,2009,98,-1,99703,-1,7,-1,1,-1,2,3,-1
70006556,1,2017,48,-1,48038,-1,1,-1,1,-1,1,3,-1
70006556,2,2017,20,-1,20406,-1,1,-1,1,-1,1,3,-1
70006557,1,2011,18,-1,18022,-1,1,-1,1,-1,1,3,-1
70006557,2,2010,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70006557,3,2006,49,-1,49402,-1,3,-1,1,-1,1,2,-1
70006559,1,2012,37,-1,37031,-1,1,-1,1,-1,1,2,-1
70006562,1,2012,12,-1,12402,-1,3,-1,1,-1,1,3,-1
70006562,2,2003,49,-1,49403,-1,3,-1,1,-1,2,3,-1
70006568,1,2005,51,-1,51048,-1,1,-1,1,-1,1,3,-1
70006569,1,2018,29,-1,29005,-1,1,-1,4,-1,1,3,-1
70006569,2,2011,2,-1,2422,-1,3,-1,1,-1,1,3,-1
70006572,1,2018,55,-1,55401,-1,3,-1,1,-1,1,3,-1
70006572,2,2010,49,-1,49032,-1,1,-1,1,-1,1,3,-1
70006580,1,2016,2,-1,2404,-1,3,-1,1,-1,1,3,-1
70006580,2,2015,20,-1,20029,-1,1,-1,1,-1,1,3,-1
70006581,1,2017,20,-1,20398,-1,1,-1,4,-1,1,3,-1
70006581,2,2012,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006585,1,2015,18,-1,18025,-1,1,-1,1,-1,1,3,-1
70006585,2,2008,12,-1,12024,-1,1,-1,1,-1,1,3,-1
70006585,3,2005,14,-1,14401,-1,3,-1,1,-1,1,3,-1
70006586,1,2015,49,-1,49402,-1,3,-1,1,-1,1,1,-1
70006586,2,2011,30,-1,30402,-1,3,-1,1,-1,1,3,-1
70006587,1,2012,37,-1,37031,-1,1,-1,1,-1,1,2,-1
70006590,1,2018,55,-1,55033,-1,1,-1,1,-1,1,3,-1
70006591,1,2007,49,-1,49047,-1,1,-1,1,-1,1,3,-1
70006593,1,2015,54,-1,54421,-1,3,-1,1,-1,1,2,-1
70006595,1,2017,62,-1,62401,-1,3,-1,1,-1,1,3,-1
70006595,2,2017,45,-1,45421,-1,3,-1,1,-1,1,3,-1
70006596,1,2017,35,-1,35043,-1,1,-1,1,-1,2,1,-1
70006596,2,2016,23,-1,23421,-1,3,-1,1,-1,1,1,-1
70006596,3,2014,20,-1,20009,-1,1,-1,1,-1,1,1,-1
70006596,4,2010,37,-1,37032,-1,1,-1,1,-1,1,1,-1
70006596,5,2003,20,-1,20037,-1,1,-1,1,-1,2,1,-1
70006596,6,2001,20,-1,20403,-1,1,-1,1,-1,2,1,-1
70006597,1,2010,12,-1,12023,-1,1,-1,1,-1,1,2,-1
70006597,2,2004,12,-1,12402,-1,1,-1,1,-1,1,2,-1
70006599,1,2009,63,-1,63034,-1,1,-1,1,-1,2,2,-1
70006599,2,2004,35,-1,-8,-1,1,-1,1,-1,2,2,-1
70006601,1,2015,48,-1,48401,-1,3,-1,1,-1,1,3,-1
70006601,2,2007,41,-1,41051,-1,1,-1,1,-1,1,3,-1
70006601,3,2006,98,-1,99706,-1,7,-1,1,-1,2,3,-1
70006601,4,2005,13,-1,13012,-1,1,-1,1,-1,1,3,-1
70006603,1,2003,49,-1,49046,-1,1,-1,3,-1,1,2,-1
70006603,2,1998,51,-1,51043,-1,1,-1,1,-1,2,2,-1
70006605,1,2007,99,-1,99703,-1,7,-1,1,-1,2,1,-1
70006606,1,2013,32,-1,32402,-1,3,-1,1,-1,1,3,-1
70006607,1,2014,37,-1,37032,-1,1,-1,1,-1,1,3,-1
70006607,2,2012,37,-1,37441,-1,2,-1,1,-1,1,3,-1
70006607,3,2007,59,-1,59401,-1,3,-1,1,-1,1,2,-1
70006610,1,2018,49,-1,49040,-1,1,-1,1,-1,1,2,-1
70006610,2,2010,41,-1,41052,-1,2,-1,1,-1,1,2,-1
70006611,1,2009,37,-1,37032,-1,1,-1,1,-1,2,1,-1
70006612,1,2014,59,-1,59401,-1,1,-1,1,-1,1,1,-1
70006612,2,2009,59,-1,59031,-1,1,-1,1,-1,1,1,-1
70006613,1,2012,35,-1,35050,-1,1,-1,1,-1,1,1,-1
70006613,2,2008,48,-1,48045,-1,1,-1,1,-1,1,3,-1
70006615,1,2012,12,-1,12402,-1,3,-1,1,-1,1,3,-1
70006615,2,2007,49,-1,49441,-1,2,-1,1,-1,1,3,-1
70006616,1,2016,37,-1,37421,-1,3,-1,1,-1,1,3,-1
70006616,2,2012,55,-1,55033,-1,1,-1,1,-1,1,3,-1
70006619,1,2013,42,-1,42033,-1,1,-1,1,-1,1,3,-1
70006621,1,2014,35,-1,35050,-1,1,-1,1,-1,1,3,-1
70006624,1,2001,37,-1,37031,-1,1,-1,1,-1,1,1,-1
70006631,1,2017,20,-1,20481,-1,4,-1,1,-1,1,1,-1
70006634,1,2010,12,-1,12037,-1,1,-1,1,-1,1,2,-1
70006635,1,2016,30,-1,30046,-1,1,-1,1,-1,1,2,-1
70006639,1,2016,41,-1,41403,-1,3,-1,1,-1,1,3,-1
70006639,2,2012,49,-1,49040,-1,1,-1,1,-1,1,3,-1
70006640,1,2012,37,-1,37031,-1,1,-1,1,-1,1,1,-1
70006643,1,2016,48,-1,48403,-1,1,-1,1,-1,1,1,-1
70006645,1,2014,6,-1,6441,-1,2,-1,1,-1,1,3,-1
70006645,2,2014,20,-1,20422,-1,3,-1,1,-1,1,2,-1
70006645,3,2011,7,-1,7027,-1,3,-1,1,-1,1,3,-1
70006648,1,2016,37,-1,37402,-1,3,-1,1,-1,1,3,-1
70006648,2,2009,55,-1,55033,-1,1,-1,1,-1,1,3,-1
70006651,1,2014,55,-1,55035,-1,1,-1,1,-1,1,2,-1
70006653,1,2012,20,-1,20025,-1,1,-1,1,-1,1,1,-1
70006657,1,2008,12,-1,12024,-1,1,-1,1,-1,1,1,-1
70006661,1,2010,49,-1,49046,-1,1,-1,3,-1,1,1,-1
70006662,1,2014,49,-1,49046,-1,1,-1,3,-1,1,3,-1
70006663,1,2011,30,-1,30402,-1,3,-1,1,-1,1,2,-1
70006665,1,2018,69,-1,-8,-1,1,-1,1,-1,1,3,-1
70006665,2,2004,12,-1,12037,-1,1,-1,1,-1,2,3,-1
70006666,1,2002,6,-1,6052,-1,1,-1,1,-1,2,1,-1
70006667,1,2017,20,-1,20404,-1,3,-1,1,-1,1,2,-1
70006667,2,2004,24,-1,24007,-1,1,-1,1,-1,2,3,-1
70006672,1,2016,49,-1,49040,-1,1,-1,1,-1,1,1,-1
70006674,1,2007,49,-1,49040,-1,1,-1,1,-1,1,2,-1
70006681,1,2014,20,-1,20025,-1,1,-1,1,-1,1,3,-1
70006688,1,2010,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70006688,2,2009,12,-1,12037,-1,1,-1,1,-1,1,3,-1
70006696,1,2017,30,-1,30040,-1,1,-1,1,-1,1,2,-1
70006696,2,2016,30,-1,30040,-1,1,-1,1,-1,1,2,-1
70006700,1,2015,48,-1,48401,-1,3,-1,1,-1,1,2,-1
70006701,1,2017,20,-1,20481,-1,4,-1,1,-1,1,3,-1
70006701,2,2016,49,-1,49402,-1,3,-1,1,-1,1,2,-1
70006701,3,2013,30,-1,30032,-1,1,-1,1,-1,1,3,-1
70006701,4,2010,20,-1,20461,-1,2,-1,1,-1,1,2,-1
70006702,1,2013,49,-1,49046,-1,1,-1,1,-1,1,3,-1
